,OrbitingCameraControl.object_x,OrbitingCameraControl.object_y,OrbitingCameraControl.object_z,OrbitingCameraControl.phi,OrbitingCameraControl.radius,OrbitingCameraControl.theta,SunControl.air,SunControl.altitude,SunControl.background_strength,SunControl.dust,SunControl.elevation,SunControl.intensity,SunControl.ozone,SunControl.rotation,SunControl.size,environment,id_l2_3_0,id_linf_4,id_linf_8,id_non_rob,is_correct_l2_3_0,is_correct_linf_4,is_correct_linf_8,is_correct_non_rob,loss_l2_3_0,loss_linf_4,loss_linf_8,loss_non_rob,model,output_type,prediction_l2_3_0,prediction_linf_4,prediction_linf_8,prediction_non_rob
10,-0.5,0,0.253,0.17444444444444443,0.3,-3.14,3.0,1.0,0.1,1.0,1.57,1.0,1.0,0.0,3.0,studioX_Stage.blend,d292eb6f-a73a-4ef8-ac29-800bd1b6ac15,53ed4292-c5ff-4d32-9836-61dd5d50fedf,2da9aae2-20c1-41bf-86f3-3312130db375,434bf173-43e6-4d8e-a6bf-6a53b9de5b5d,False,False,False,False,4.575116,3.9521062,4.2314315,4.868517,025_mug.blend,classes,birdhouse,birdhouse,birdhouse,"plunger, plumber""s helper"
11,-0.5,0,0.253,0.17444444444444443,0.3,-2.512,3.0,1.0,0.1,1.0,1.57,1.0,1.0,0.0,3.0,studioX_Stage.blend,743b3659-1f86-49e7-a660-e77d2448acef,9cec71a9-3790-4a79-a054-35dcef51c50c,4aed16b8-712f-40b3-b80c-b74884578ffe,0651762f-1310-4a6b-80a6-a505ebe3a8d9,False,False,False,False,4.3089857,2.5758958,3.4256225,3.5788069,025_mug.blend,classes,"flatworm, platyhelminth",birdhouse,birdhouse,pencil sharpener
12,-0.5,0,0.253,0.17444444444444443,0.3,-1.8840000000000001,3.0,1.0,0.1,1.0,1.57,1.0,1.0,0.0,3.0,studioX_Stage.blend,1828dca8-f9d6-4717-b3d3-9a3635dee3df,f92cffea-53df-4c53-ac48-d62f602ed5b7,a6b48274-11ec-484d-aae8-74831fa47813,f7e5e048-de51-4309-b92f-403dd2d25960,False,True,False,False,3.3753517,1.8978446,2.2747414,1.8467934,025_mug.blend,classes,"flatworm, platyhelminth",coffee mug,cannon,cup
13,-0.5,0,0.253,0.17444444444444443,0.3,-1.2560000000000002,3.0,1.0,0.1,1.0,1.57,1.0,1.0,0.0,3.0,studioX_Stage.blend,4b6931ec-e6e3-4dd8-8fe1-3a0470a241a3,6faf1c2e-648d-4eb3-ad39-0503f30b9495,cdbb6fa5-0e3f-4068-8b83-ecbb1ff9cb9a,cecde58d-9014-4f06-9dc3-7da5ecd9a0b5,False,True,False,False,3.510023,1.7691531,2.6338274,1.4275275,025_mug.blend,classes,"flatworm, platyhelminth",coffee mug,birdhouse,cup
14,-0.5,0,0.253,0.17444444444444443,0.3,-0.6280000000000001,3.0,1.0,0.1,1.0,1.57,1.0,1.0,0.0,3.0,studioX_Stage.blend,beffd3a4-5f1f-4916-b767-6b574698fab4,6fcae2b0-1699-4655-9a9e-406701a25441,b3669b57-4911-4d42-a3e2-f69175b8c800,03669ed7-8311-46c6-afcc-7e5fa40d8973,False,False,False,False,3.9723783,2.8858576,3.3749487,3.3982127,025_mug.blend,classes,"flatworm, platyhelminth","bucket, pail",birdhouse,pill bottle
15,-0.5,0,0.253,0.17444444444444443,0.3,0.0,3.0,1.0,0.1,1.0,1.57,1.0,1.0,0.0,3.0,studioX_Stage.blend,a55bed94-9e0f-45ca-bbcc-b930e652c809,64bb0371-3d1d-4b4e-a639-badf4ebfa44a,a01a99c7-d028-44f4-8d05-a9c967bc391b,18298940-e2c0-4479-a89e-d60b6069261d,False,False,False,False,4.1888657,3.5093112,3.9600444,4.369308,025_mug.blend,classes,red wine,red wine,birdhouse,red wine
16,-0.5,0,0.253,0.17444444444444443,0.3,0.6279999999999997,3.0,1.0,0.1,1.0,1.57,1.0,1.0,0.0,3.0,studioX_Stage.blend,f46f6923-4929-4da7-8eee-625c2bd2504c,c2bcc263-6433-4a09-ba69-e7d1fff22984,32e3f1bb-7fad-476b-be4b-cc7d84252088,1ec3f2a7-fb12-4a50-a574-4a6d3fde2e7c,False,False,False,False,3.6990073,2.3868973,3.7432568,1.6770455,025_mug.blend,classes,"flatworm, platyhelminth",birdhouse,birdhouse,cup
17,-0.5,0,0.253,0.17444444444444443,0.3,1.2559999999999998,3.0,1.0,0.1,1.0,1.57,1.0,1.0,0.0,3.0,studioX_Stage.blend,a66c37e3-fd68-435d-b083-b6137dfc7420,92b07350-129f-4ff6-ae5d-8ee02a610192,2fd38dd5-3229-412c-b30a-b48241e81906,d64714d0-b947-49cc-a090-cff3f129378f,False,False,False,False,4.0945444,2.1793811,3.3280964,2.2377677,025_mug.blend,classes,"flatworm, platyhelminth",birdhouse,birdhouse,cup
18,-0.5,0,0.253,0.17444444444444443,0.3,1.884,3.0,1.0,0.1,1.0,1.57,1.0,1.0,0.0,3.0,studioX_Stage.blend,fb7c06d8-c2f9-4195-b369-85bc1c5cae5a,05d20e83-7ca6-41e9-b1ae-db00ccc1b894,a5ce930f-9ca1-490b-8226-9d9e291dff7a,0fedf336-d13e-4376-b610-98252f3df473,False,False,False,False,3.730283,1.9773266,2.6820014,1.8274128,025_mug.blend,classes,"flatworm, platyhelminth",birdhouse,birdhouse,cup
19,-0.5,0,0.253,0.17444444444444443,0.3,2.512,3.0,1.0,0.1,1.0,1.57,1.0,1.0,0.0,3.0,studioX_Stage.blend,f2d798f4-bce7-4570-9ed6-e9b1545e42f9,ffe3fcd0-236a-4ac7-8ceb-44e517d3ceef,88bc1d7c-31e7-4e0b-abe4-ff8dea5eeea6,bff536d4-7298-4c21-843a-c33eb152c5de,False,False,False,False,3.807052,2.3019986,3.2313685,2.960659,025_mug.blend,classes,birdhouse,birdhouse,birdhouse,pill bottle
20,-0.5,0,0.253,0.34888888888888886,0.3,-3.14,3.0,1.0,0.1,1.0,1.57,1.0,1.0,0.0,3.0,studioX_Stage.blend,3ef06bdd-899b-42f7-a611-9899e4e97ff6,4adbbf9a-d1dc-4a67-b945-58c0ea4c0697,970a7695-0fe5-4fbe-bdc5-f626ab3f1cf2,c9bbfa40-1187-427d-ade0-947eed5e223c,False,False,False,False,3.0197809,2.8213758,2.9341211,3.760202,025_mug.blend,classes,"flatworm, platyhelminth",birdhouse,birdhouse,pencil sharpener
21,-0.5,0,0.253,0.34888888888888886,0.3,-2.512,3.0,1.0,0.1,1.0,1.57,1.0,1.0,0.0,3.0,studioX_Stage.blend,1e5916cd-34ed-4704-81ad-acf40ce11c79,deaa9b89-4619-4389-84c9-6e2687cf8150,7ab27e76-9d37-41b4-aa60-b973d6ea2abf,dd4dd376-b7dd-490c-ac4c-5bb6d005c0c0,False,False,False,False,3.2568855,2.8744142,2.8540883,4.0619125,025_mug.blend,classes,"flatworm, platyhelminth","bucket, pail",birdhouse,pencil sharpener
22,-0.5,0,0.253,0.34888888888888886,0.3,-1.8840000000000001,3.0,1.0,0.1,1.0,1.57,1.0,1.0,0.0,3.0,studioX_Stage.blend,ed14bfb3-5454-40e1-a3c7-9f39d36d8f5b,1f1a9c36-98a3-4118-b16b-1923fd274523,7209ec3d-f2d3-4717-879b-22e9007395d4,3ad47631-ed04-4047-b0cf-df3d256612a0,False,False,True,False,3.0842319,2.257731,1.7006128,2.4542565,025_mug.blend,classes,"flatworm, platyhelminth","bucket, pail",coffee mug,pencil sharpener
23,-0.5,0,0.253,0.34888888888888886,0.3,-1.2560000000000002,3.0,1.0,0.1,1.0,1.57,1.0,1.0,0.0,3.0,studioX_Stage.blend,5d1847b2-5af9-40d6-810a-bd58b4582259,88881000-c7c9-49f1-bb78-ef0e0c2bda20,2230e7ce-1376-433c-926a-921f1c15052a,68acefa2-a772-4ffa-9cb6-f7c13205252c,False,False,True,False,2.495205,1.4817123,1.7508814,1.7592888,025_mug.blend,classes,"flatworm, platyhelminth",cup,coffee mug,"bucket, pail"
24,-0.5,0,0.253,0.34888888888888886,0.3,-0.6280000000000001,3.0,1.0,0.1,1.0,1.57,1.0,1.0,0.0,3.0,studioX_Stage.blend,f17431f6-c3ea-4c4e-b3a4-48195d751d09,59b0d67c-e42b-4f5b-8078-a50efe9f0ee9,c741560a-3d6d-46ad-a9e2-2f00ed53a857,069259d2-57e7-41d6-a08f-9c8113968e43,False,False,False,False,3.0820684,2.1768675,2.3543015,2.7642195,025_mug.blend,classes,"flatworm, platyhelminth","bucket, pail",birdhouse,pill bottle
25,-0.5,0,0.253,0.34888888888888886,0.3,0.0,3.0,1.0,0.1,1.0,1.57,1.0,1.0,0.0,3.0,studioX_Stage.blend,cf1d66a0-8c2d-40d3-9e6f-a3ca7478fff3,c58d7226-cc14-4410-b8b1-ebb40db1a187,cc349c90-31e1-40fd-a49e-f4ba193e82a4,dab4835d-e73c-430f-bf17-583e84bcc9e7,False,False,False,False,3.7318027,4.6862516,3.1292381,3.1435847,025_mug.blend,classes,red wine,red wine,red wine,"bucket, pail"
26,-0.5,0,0.253,0.34888888888888886,0.3,0.6279999999999997,3.0,1.0,0.1,1.0,1.57,1.0,1.0,0.0,3.0,studioX_Stage.blend,254aebba-155e-4b2c-8d52-d194b9f169d8,558a876f-7938-45c5-a526-8f9327681f1b,d4a4b278-b07d-4a1e-9688-261423e26ceb,2fe6c890-be0f-448d-b6bd-5cb1761e8c85,False,False,False,True,3.2170048,2.0847101,2.6011415,1.7176454,025_mug.blend,classes,"flatworm, platyhelminth","bucket, pail",birdhouse,coffee mug
27,-0.5,0,0.253,0.34888888888888886,0.3,1.2559999999999998,3.0,1.0,0.1,1.0,1.57,1.0,1.0,0.0,3.0,studioX_Stage.blend,6eac42cf-d5ea-4b3d-85ad-32c85ae49385,cabba166-5daa-40a8-accb-c33fd9ff7e14,d8cea02c-54db-46d6-83f5-a89b9462772c,5bfe1ba0-c974-4b82-88e3-57c267102e3f,False,False,True,False,2.747495,1.6977853,1.912307,2.7866735,025_mug.blend,classes,"flatworm, platyhelminth","bucket, pail",coffee mug,"bucket, pail"
28,-0.5,0,0.253,0.34888888888888886,0.3,1.884,3.0,1.0,0.1,1.0,1.57,1.0,1.0,0.0,3.0,studioX_Stage.blend,1cf0784c-5cde-4dfa-ab95-7c438769b18d,afa3fd5f-759b-4f2c-bb95-6c4314e8aaf7,fa109ea8-4997-4f46-81d7-49e109121753,3c3f3d6a-898d-4e31-a9b2-8f3897342ded,False,False,False,False,3.4964395,2.2776413,2.571407,2.3727357,025_mug.blend,classes,"flatworm, platyhelminth","bucket, pail",birdhouse,"bucket, pail"
29,-0.5,0,0.253,0.34888888888888886,0.3,2.512,3.0,1.0,0.1,1.0,1.57,1.0,1.0,0.0,3.0,studioX_Stage.blend,8bb0b5c5-7829-4f80-91cb-15710c85fcd8,d3388664-8ca8-4df3-9cee-19eafe40b125,5c79b887-a555-49b3-9df7-2b74d00c70d8,bb7d7367-8cad-407d-9f44-055ba9db92b5,False,False,False,False,3.1898198,2.5592947,2.7100098,3.787033,025_mug.blend,classes,"flatworm, platyhelminth","bucket, pail",birdhouse,pencil sharpener
30,-0.5,0,0.253,0.5233333333333333,0.3,-3.14,3.0,1.0,0.1,1.0,1.57,1.0,1.0,0.0,3.0,studioX_Stage.blend,43d9d2b2-5b34-4099-9d97-37258530dbd1,30d695d2-193d-449c-969c-ba29dca0190b,9e282655-28c9-49a3-9da3-68283ac2fc92,26b9c642-225e-4164-8be9-f0e0f6718723,False,False,False,False,2.001153,2.5412705,1.7070282,4.5591164,025_mug.blend,classes,"bucket, pail","bucket, pail","bucket, pail",pencil sharpener
31,-0.5,0,0.253,0.5233333333333333,0.3,-2.512,3.0,1.0,0.1,1.0,1.57,1.0,1.0,0.0,3.0,studioX_Stage.blend,29276e29-1828-4d18-ac3f-b04285f2df73,7a0acd22-6713-4219-a65b-1ac6c4cc0754,7ccb80d1-59b4-43d7-a75b-502236072611,bb2b2851-feb9-4387-8705-7ae2302f77a0,False,False,False,False,2.0995107,2.6962497,1.925185,4.998515,025_mug.blend,classes,"bucket, pail","bucket, pail","bucket, pail","bucket, pail"
32,-0.5,0,0.253,0.5233333333333333,0.3,-1.8840000000000001,3.0,1.0,0.1,1.0,1.57,1.0,1.0,0.0,3.0,studioX_Stage.blend,d1bcc2e7-f3ec-454a-899b-47db03869334,d6560fe2-fc1f-4168-ac36-f3ab4e6ee5dc,2d90aba5-99a7-4739-83e0-933d3527eb1d,01ae1383-ee92-44aa-a424-891f5960e2a7,False,False,True,False,1.6604434,2.1054242,1.458201,3.4541564,025_mug.blend,classes,"bucket, pail","bucket, pail",coffee mug,"bucket, pail"
33,-0.5,0,0.253,0.5233333333333333,0.3,-1.2560000000000002,3.0,1.0,0.1,1.0,1.57,1.0,1.0,0.0,3.0,studioX_Stage.blend,9eb766b6-85ff-4ae0-b90d-455787bc79fa,ba65c923-b34b-4f34-880f-4915d453c73b,5f1226be-ce37-4e15-8e43-29326bb8eee4,116b94f4-2367-4f0b-9d80-d8410582017a,False,True,True,True,1.4451243,0.8511164,1.0853546,1.010449,025_mug.blend,classes,cup,coffee mug,coffee mug,coffee mug
34,-0.5,0,0.253,0.5233333333333333,0.3,-0.6280000000000001,3.0,1.0,0.1,1.0,1.57,1.0,1.0,0.0,3.0,studioX_Stage.blend,a04e138f-8381-4e13-95d0-3947ac9b0f36,9cbc979a-2c9f-481c-8586-a0c2426fe23d,dec5f8ae-7353-4857-bcf2-c85d9c46af85,75c3b37f-e78a-4844-a5f6-670bfca6d4e7,False,False,True,False,2.301579,1.9545491,1.5570039,2.77264,025_mug.blend,classes,"bucket, pail","bucket, pail",coffee mug,"bucket, pail"
35,-0.5,0,0.253,0.5233333333333333,0.3,0.0,3.0,1.0,0.1,1.0,1.57,1.0,1.0,0.0,3.0,studioX_Stage.blend,b97924f4-ef82-4df5-9f9d-1d438d738c19,88362210-0201-4388-9371-51e1a17d8843,73d2bfd0-9f85-48ce-aa42-a595ed66925b,da644c34-ce2b-4361-8978-e57cb392b447,False,False,False,False,2.7159896,2.8110073,2.264844,4.980006,025_mug.blend,classes,"bucket, pail","bucket, pail","bucket, pail","bucket, pail"
36,-0.5,0,0.253,0.5233333333333333,0.3,0.6279999999999997,3.0,1.0,0.1,1.0,1.57,1.0,1.0,0.0,3.0,studioX_Stage.blend,540af225-b773-4b1e-ba5e-c4b6dd63d69c,c7d0f738-f918-4e0a-80db-b36aeaddd4b3,9baa8f22-fe47-4950-b4ae-cab0c5927370,b39dab2b-2307-4b00-8cca-88d906e84674,False,False,True,False,2.4677885,1.6398547,1.4153287,2.7386572,025_mug.blend,classes,"bucket, pail","bucket, pail",coffee mug,"bucket, pail"
37,-0.5,0,0.253,0.5233333333333333,0.3,1.2559999999999998,3.0,1.0,0.1,1.0,1.57,1.0,1.0,0.0,3.0,studioX_Stage.blend,cce1ceac-bf55-4d95-baa1-828a637eae48,29f9fc5c-cd65-47fc-a11b-504ef034ba99,7609509b-1c97-421d-a281-86a264ab18e2,7c1252cb-7381-45c3-8a5d-4a1f9af8fcdc,False,False,True,False,1.6816963,1.3996241,1.2881231,2.204642,025_mug.blend,classes,"bucket, pail","bucket, pail",coffee mug,"bucket, pail"
38,-0.5,0,0.253,0.5233333333333333,0.3,1.884,3.0,1.0,0.1,1.0,1.57,1.0,1.0,0.0,3.0,studioX_Stage.blend,37a9db19-d2d6-45f5-8151-2542b3272d69,25f528bb-653e-4392-a6e5-4d8e6c2ec069,73e3ad9b-0395-48bf-8225-52116525a780,7e053cab-1964-4f8b-a1dd-adc8d1bf18c0,False,False,False,False,2.577128,2.4340677,2.0399344,6.747725,025_mug.blend,classes,"bucket, pail","bucket, pail","bucket, pail","bucket, pail"
39,-0.5,0,0.253,0.5233333333333333,0.3,2.512,3.0,1.0,0.1,1.0,1.57,1.0,1.0,0.0,3.0,studioX_Stage.blend,5529b8e2-5cd4-427c-bb12-adfeab1adaf5,6aeae45f-9ba0-45e2-aa98-81d3b1e7c1c4,a6b29415-0a6c-4c3c-ad40-da9667bcc200,9afeb7a8-7f93-4de4-8e60-14ffd41175a9,False,False,False,False,2.0668287,2.5990412,1.8317498,5.047013,025_mug.blend,classes,"bucket, pail","bucket, pail","bucket, pail",pencil sharpener
40,-0.5,0,0.253,0.6977777777777777,0.3,-3.14,3.0,1.0,0.1,1.0,1.57,1.0,1.0,0.0,3.0,studioX_Stage.blend,4729e1c5-2f6e-4782-9cfe-90c24d249c09,aa3a7b61-d662-4041-b74b-ae9e34bcbb7c,dc7ad331-f75a-4f38-a2b8-ae3e606e68ea,66562bdd-b470-4d02-94c6-a4958c732a28,False,False,False,False,2.3228998,2.240819,1.5734713,2.9438856,025_mug.blend,classes,"bucket, pail","bucket, pail","bucket, pail","bucket, pail"
41,-0.5,0,0.253,0.6977777777777777,0.3,-2.512,3.0,1.0,0.1,1.0,1.57,1.0,1.0,0.0,3.0,studioX_Stage.blend,c95b0288-ecfe-416a-830e-f57d04ec6eb6,906de47e-945d-49c9-b059-fd26ca148ab9,24c31289-903d-4a44-bc2c-6cf7a849fc84,55ab88c8-3233-49af-ab95-ac5b8e7bd97f,False,False,False,False,2.3148594,2.3510692,1.6481713,3.0005636,025_mug.blend,classes,"bucket, pail","bucket, pail","bucket, pail","bucket, pail"
42,-0.5,0,0.253,0.6977777777777777,0.3,-1.8840000000000001,3.0,1.0,0.1,1.0,1.57,1.0,1.0,0.0,3.0,studioX_Stage.blend,fc9904d2-3ffe-4f09-9949-a5be5ea5f73d,30cb6a13-5dd1-4e15-b629-603f85a9b7ae,d2c5a20f-e2b3-4cfc-b1f1-32232f41ab5e,b9e538bf-cfdb-4c70-8cc2-8eb39bc991db,False,True,True,False,1.2226273,0.7899628,1.0077077,2.5885699,025_mug.blend,classes,cup,coffee mug,coffee mug,"bucket, pail"
43,-0.5,0,0.253,0.6977777777777777,0.3,-1.2560000000000002,3.0,1.0,0.1,1.0,1.57,1.0,1.0,0.0,3.0,studioX_Stage.blend,308b724f-ecd3-4107-a9f9-d5bbc2a28649,79683b98-4986-4653-97b1-619c6fdd954c,1c27efa6-cf91-4897-a1ef-1a401a172d38,4712b726-f6d1-434b-9891-736505628560,False,True,True,True,0.92067623,0.48129493,0.5676742,0.8598042,025_mug.blend,classes,cup,coffee mug,coffee mug,coffee mug
44,-0.5,0,0.253,0.6977777777777777,0.3,-0.6280000000000001,3.0,1.0,0.1,1.0,1.57,1.0,1.0,0.0,3.0,studioX_Stage.blend,e4aee44f-c98b-4270-93cd-4dc48296ebb0,7229c953-9b5b-4330-814e-2ebd95de49c0,00268b2e-88fe-4bd1-b731-a8e993fcab51,6fcf6603-14ca-4cfc-986d-87db672844ff,False,False,True,True,2.0473742,1.7159578,1.1138784,1.3675352,025_mug.blend,classes,"bucket, pail","bucket, pail",coffee mug,coffee mug
45,-0.5,0,0.253,0.6977777777777777,0.3,0.0,3.0,1.0,0.1,1.0,1.57,1.0,1.0,0.0,3.0,studioX_Stage.blend,a2822303-aa59-4b55-846d-6c801f8a7d39,1d559a47-6b11-47ae-8f2c-4beb18887f65,fa513005-14a6-4a8c-a03b-622347568622,f4b6a92e-1e7b-47db-902e-91be8156ffb5,False,False,False,False,2.505456,2.4580321,1.6316772,4.9550657,025_mug.blend,classes,"bucket, pail","bucket, pail","bucket, pail","bucket, pail"
46,-0.5,0,0.253,0.6977777777777777,0.3,0.6279999999999997,3.0,1.0,0.1,1.0,1.57,1.0,1.0,0.0,3.0,studioX_Stage.blend,d58d0a55-2892-4be5-87bd-a9a1e0612a64,ba04bc08-2e7b-44d4-a7fd-289572a9a784,ba3b197a-8e2c-41ce-932a-8942729745a7,c89bec20-66e0-493e-8a86-667d38c5d736,False,False,True,False,2.220663,2.0622113,1.2497147,2.7776344,025_mug.blend,classes,"bucket, pail","bucket, pail",coffee mug,"bucket, pail"
47,-0.5,0,0.253,0.6977777777777777,0.3,1.2559999999999998,3.0,1.0,0.1,1.0,1.57,1.0,1.0,0.0,3.0,studioX_Stage.blend,8781b50e-00d9-45ae-a8b0-73d7d9aa7557,087f5c7c-4880-45a4-8159-7458ae43be83,bcc1d785-08b3-4195-ae43-e835838a4363,8501ec63-940c-4bb4-a2f3-10155ed689d9,False,True,True,True,1.2010577,0.6758302,0.5918841,0.95495015,025_mug.blend,classes,cup,coffee mug,coffee mug,coffee mug
48,-0.5,0,0.253,0.6977777777777777,0.3,1.884,3.0,1.0,0.1,1.0,1.57,1.0,1.0,0.0,3.0,studioX_Stage.blend,e90954a3-d5f6-4a61-a02a-bb05e7875f22,d4a31cd9-2e3d-401a-89c6-c3f3ab3bf5e6,9a37e9d9-717f-41e0-974f-a712d26b6127,7cd815f4-0b67-4990-9260-a2f7d2562c7c,False,False,False,False,2.5922878,2.4862754,1.8919892,3.763649,025_mug.blend,classes,"bucket, pail","bucket, pail","bucket, pail","bucket, pail"
49,-0.5,0,0.253,0.6977777777777777,0.3,2.512,3.0,1.0,0.1,1.0,1.57,1.0,1.0,0.0,3.0,studioX_Stage.blend,8f1ab19e-6bec-4984-9efb-33f6a13c4f95,7121bfb9-0371-4b8d-9eea-b4d1ef6c6f1c,0d3e7ce8-f9a5-4f56-af6e-101bc22ffb11,7ef5bcff-5d44-4e74-ba73-5101b0b9540a,False,False,False,False,2.2607493,2.43612,1.5401754,4.387907,025_mug.blend,classes,"bucket, pail","bucket, pail","bucket, pail","bucket, pail"
50,-0.5,0,0.253,0.8722222222222223,0.3,-3.14,3.0,1.0,0.1,1.0,1.57,1.0,1.0,0.0,3.0,studioX_Stage.blend,d82bb546-bff3-41f2-84b4-764c21f9f4e9,093a6eba-0b11-452a-88c3-d95487005f28,494a89eb-1486-4b3e-881a-52e61dbf412d,e41e0b6b-c3ba-476c-84f4-178bf12c55eb,False,False,False,False,2.4494536,2.217318,1.7806997,5.439754,025_mug.blend,classes,"bucket, pail","bucket, pail","bucket, pail","bucket, pail"
